stn,year,quarter,visib,wdsp,temp,prcp,provgb,CNT
535930,2014,4,8.3445654,3.7404494,35.553261,.031413045,13,0
535930,2015,1,7.9404492,3.7761364,29.154444,.0042222221,13,0
535930,2015,2,14.083516,4.8186812,61.361538,.068571426,13,0
535930,2015,3,12.488044,3.5769231,68.425003,.11532608,13,0
535930,2015,4,8.8293476,3.6541176,35.585869,.024347827,13,0
535930,2016,1,10.845555,3.911236,25.464445,.010888889,13,0
535930,2016,2,15.362638,4.9472528,63.054947,.083076924,13,0
535930,2016,3,14.006521,3.7056179,70.502174,.13891304,13,0
535930,2016,4,10.471739,3.5511627,36.14674,.0310989,13,0
535930,2017,1,10.948889,3.7134831,28.452223,.0075555556,13,0
535930,2017,2,16.66044,4.710989,64.786812,.04714286,13,0
535930,2017,3,16.044565,3.6076086,71.629349,.1101087,13,0
535930,2017,4,13.012088,3.6685393,34.150002,.038478259,13,0
535930,2018,1,12.804444,4.0168538,27.474443,.0068888888,13,0
535930,2018,2,17.271429,4.6109891,64.990112,.05303371,13,0
535930,2018,3,17.216854,3.7678161,70.94944,.11988764,13,0
535930,2018,4,14.154652,3.4941177,32.711628,.0096511627,13,0
535930,2019,1,13.36,3.8626506,26.917778,.0060000001,13,0
535930,2019,2,17.743956,4.8406591,63.850548,.075714283,13,0
535930,2019,3,17.98587,3.5516484,70.635872,.12391304,13,0
535930,2019,4,15.396739,3.3833332,35.721741,.022934783,13,0
535930,2020,1,14.371428,3.3395605,30.294506,.0061538462,13,0
535930,2020,2,18.425276,4.8307691,63.735165,.046373624,13,0
535930,2020,3,16.4,5,74.5,.43000001,13,0
536140,2011,1,13.183333,3.5266666,26.540001,.0011111111,64,0
536140,2011,2,14.509891,4.234066,65.427475,.011098901,64,0
536140,2011,3,14.077174,3.2619565,70.535866,.049565218,64,0
536140,2011,4,9.788043,2.7869565,37.398914,.017934782,64,0
536140,2012,1,11.65055,3.3340659,27.315384,.0023076923,64,0
536140,2012,2,13.104396,3.9197803,65.672531,.04021978,64,0
536140,2012,3,12.958695,3.0391304,71.071739,.094891302,64,0
536140,2012,4,11.198913,3.3195653,35.758698,.00097826088,64,0
536140,2013,1,11.321111,3.5155556,34.225555,.00022222221,64,0
536140,2013,2,11.770329,3.9648352,65.631866,.032087911,64,0
536140,2013,3,9.5054941,3.19011,72.08242,.039450549,64,0
536140,2013,4,7.7336955,3.0423913,38.041306,.0018478261,64,0
536140,2014,1,4.5777779,3.47,33.036667,.0021111111,64,0
536140,2014,2,6.2800002,3.9527473,65.158241,.050769232,64,0
536140,2014,3,6.7866669,3.4142857,70.749451,.033296704,64,0
536140,2014,4,5.4815216,3.2869565,37.504349,.017826088,64,0
536140,2015,1,5.522222,3.7555556,33.484444,.0011111111,64,0
536140,2015,2,7.7923079,4.2296705,64.125275,.025888888,64,0
536140,2015,3,6.9152174,3.451087,70.738045,.077555552,64,0
536140,2015,4,3.8923912,2.8891304,37.89674,.17978022,64,0
536140,2016,1,5.9472528,3.6395605,28.868132,.082527474,64,0
536140,2016,2,7.5879121,3.9285715,64.761536,.027126437,64,0
536140,2016,3,7.3728261,3.352174,72.488045,.086666666,64,0
536140,2016,4,5.0880437,3.102174,39.930435,.014945055,64,0
536140,2017,1,6.1611109,3.4466667,32.23,.023863636,64,0
536140,2017,2,7.8648353,3.7956045,65.963737,.034269661,64,0
536140,2017,3,7.6130433,3.0532608,72.670654,.045568183,64,0
536140,2017,4,5.8032608,2.902174,37.267391,.017282609,64,0
536140,2018,1,6.7411113,3.6188889,32.824444,.056444444,64,0
536140,2018,2,8.5813189,3.7285714,66.817581,.019222222,64,0
536140,2018,3,7.8699999,3.1155555,71.491112,.11034091,64,0
536140,2018,4,6.4000001,3.0220931,35.132557,.0059523811,64,0
536140,2019,1,6.8288889,3.3455555,31.110001,.00022222221,64,0
536140,2019,2,8.1483517,3.7329671,65.348351,.054235294,64,0
536140,2019,3,8.6597824,3.001087,71.754349,.011411765,64,0
536140,2019,4,7.1619563,3.1347826,39.22826,.0083146067,64,0
536140,2020,1,6.9791207,2.9395604,34.694504,.00022222221,64,0
536140,2020,2,9.1483517,3.4065933,65.265938,.025934067,64,0
536140,2020,3,6.3000002,2.0999999,72.199997,.02,64,0
536460,2011,1,13.673333,4.938889,24.937778,.0041111112,61,0
536460,2011,2,13.243956,6.0912089,62.806595,.030329669,61,0
536460,2011,3,13.15,4.6913042,67.282608,.1498913,61,0
536460,2011,4,12.384783,4.3847828,36.653259,.036086958,61,0
536460,2012,1,13.518682,4.5846152,25.559341,.0052747251,61,0
536460,2012,2,14.139561,5.7956042,63.463737,.075054944,61,0
536460,2012,3,13.506522,4.9869566,67.59565,.16391304,61,0
536460,2012,4,13.554348,5.1771741,33.450001,.017717391,61,0
536460,2013,1,13.873333,4.7555556,32.261112,.0032222222,61,0
536460,2013,2,14.135165,6.4901099,63.61758,.050109889,61,0
536460,2013,3,13.616484,5.6648355,68.394508,.22263736,61,0
536460,2013,4,14.108696,4.8760872,36.786957,.0065217391,61,0
536460,2014,1,13.861111,5.3855557,32.373333,.007777778,61,0
536460,2014,2,13.915384,6.2549448,63.553844,.063406594,61,0
536460,2014,3,13.016483,5.5901098,68.138458,.088681318,61,0
536460,2014,4,13.855435,5.451087,36.688042,.016956521,61,0
536460,2015,1,13.583333,5.7477779,31.815556,.0077777775,61,0
536460,2015,2,16.35055,6.2186813,62.29121,.050879121,61,0
536460,2015,3,15.997827,5.5663042,69.466301,.11478261,61,0
536460,2015,4,13.020652,5.3152175,37.871738,.13304348,61,0
536460,2016,1,16.250549,5.5384617,27.682417,.058351647,61,0
536460,2016,2,17.656044,6.2472529,62.951649,.076703295,61,0
536460,2016,3,15.979348,5.6891303,69.658699,.22565217,61,0
536460,2016,4,16.688044,5.3326087,38.871738,.052934784,61,0
536460,2017,1,17.198889,5.5288887,30.385555,.11839081,61,0
536460,2017,2,17.73077,5.7846155,63.527473,.06648352,61,0
536460,2017,3,17.207609,5.1315217,70.69239,.18652174,61,0
536460,2017,4,16.868479,5.1271739,35.491302,.085108697,61,0
536460,2018,1,17.33,5.79,30.575556,.10922222,61,0
536460,2018,2,17.679121,6.1934066,64.646156,.063296705,61,0
536460,2018,3,17.107779,5.4333334,69.00222,.23911111,61,0
536460,2018,4,17.680233,5.3709302,34.273254,.018705882,61,0
536460,2019,1,17.24889,5.1444445,30.098888,.0028735632,61,0
536460,2019,2,18.104397,5.8219781,63.831867,.0641573,61,0
536460,2019,3,14.859782,4.994565,69.593475,.19782609,61,0
536460,2019,4,12.366304,5.0815215,37.931522,.026222222,61,0
536460,2020,1,11.496703,5.0538464,32.508793,.0099999998,61,0
536460,2020,2,15.721978,5.664835,63.913185,.02054945,61,0
536460,2020,3,13.9,3.3,72.199997,0,61,0
536730,2011,1,8.5555553,4.2377777,28.453333,.0035555554,14,0
536730,2011,2,8.274725,4.6802197,63.757141,.045274723,14,0
536730,2011,3,7.4739132,3.1413043,69.372826,.13184783,14,0
536730,2011,4,7.0260868,2.7967391,37.448914,.037065219,14,0
536730,2012,1,7.8637362,3.6989012,27.872528,.0043956046,14,0
536730,2012,2,8.5846157,4.4296703,65.853844,.070329674,14,0
536730,2012,3,7.8576088,3.3402174,69.357605,.1377174,14,0
536730,2012,4,8.0282612,3.5663044,34.400002,.01347826,14,0
536730,2013,1,7.0647726,4.1966667,32.325554,.0026666666,14,0
536730,2013,2,8.1747255,5.4175825,64.639557,.067362636,14,0
536730,2013,3,7.3701148,3.7175825,70.842857,.15835164,14,0
536730,2013,4,7.5565219,4.1369567,38.620651,.0055434783,14,0
536730,2014,1,6.5155559,4.0833335,33.105556,.0047777775,14,0
536730,2014,2,8.0865173,4.9879122,65.286812,.046153847,14,0
536730,2014,3,6.9438205,3.7813187,69.760437,.10241758,14,0
536730,2014,4,7.978261,4.4554348,37.863045,.0084782606,14,0
536730,2015,1,7.936667,4.6722221,33.02,.006222222,14,0
536730,2015,2,9.7846155,5.4659343,64.093407,.050000001,14,0
536730,2015,3,7.9846153,3.9967391,70.583694,.090217389,14,0
536730,2015,4,7.0793481,3.8326087,39.193478,.023260869,14,0
536730,2016,1,8.416667,5.2011113,30.361111,.0047777779,14,0
536730,2016,2,9.3186817,5.0857143,65.342857,.046263736,14,0
536730,2016,3,8.7978258,3.8815217,71.080437,.17913043,14,0
536730,2016,4,6.1847825,3.6402173,39.619564,.046630435,14,0
536730,2017,1,8.9133329,4.633708,33.062222,.0090000005,14,0
536730,2017,2,14.164835,4.757143,66.242859,.08395604,14,0
536730,2017,3,12.225,3.7836957,72.245651,.12934783,14,0
536730,2017,4,10.313187,4.0315218,37.155434,.043804348,14,0
536730,2018,1,10.72,4.7433333,32.006668,.0060000001,14,0
536730,2018,2,14.761539,4.875824,66.486816,.066153847,14,0
536730,2018,3,13.867415,4.1235957,71.440453,.19247191,14,0
536730,2018,4,11.97093,4.0651164,36.387211,.0032558138,14,0
536730,2019,1,12.214444,4.4066668,32.579998,.002022472,14,0
536730,2019,2,16.141758,4.7241759,65.54615,.059111111,14,0
536730,2019,3,16.158695,3.8152173,70.945656,.15444444,14,0
536730,2019,4,12.483334,3.7766666,45.923332,.011551724,14,0
536730,2020,1,12.273913,4.1869564,37.013042,.12826087,14,0
536980,2011,1,8.2055559,3.1188889,37.75,.006222222,13,0
536980,2011,2,9.9318686,3.5747252,71.639557,.058791209,13,0
536980,2011,3,8.3326092,2.6282609,77.190216,.24804348,13,0
536980,2011,4,6.3380437,2.1869564,46.044563,.023369566,13,0
536980,2012,1,7.9615383,2.8692307,36.154945,.0047252746,13,0
536980,2012,2,9.6274729,3.1384616,73.308792,.097582415,13,0
536980,2012,3,8.744565,2.2576087,77.309784,.18815218,13,0
536980,2012,4,7.3989129,2.5065217,43.698914,.019456523,13,0
536980,2013,1,5.2866669,3.9088888,35.013332,.0070000002,13,0
536980,2013,2,6.7417583,5.1065931,69.031868,.082527474,13,0
536980,2013,3,6.6505494,3.9879122,78.468132,.15989012,13,0
536980,2013,4,6.3695655,4.1434784,47.207607,.0067391302,13,0
536980,2014,1,3.0255556,2.8629212,40.209999,.0046666665,13,0
536980,2014,2,6.0067415,3.1359551,72.5989,.040989012,13,0
536980,2014,3,6.3263736,2.7011111,77.687912,.088681318,13,0
536980,2014,4,6.7239132,2.6426966,47.173912,.0093478262,13,0
536980,2015,1,5.727778,2.6711111,40.972221,.0084444443,13,0
536980,2015,2,7.9011111,4.976923,71.270332,.058131866,13,0
536980,2015,3,6.2858696,4.0804348,77.489128,.18793479,13,0
536980,2015,4,4.0097828,3.8219781,45.35326,.036413044,13,0
536980,2016,1,6.8912086,4.5164833,39.599998,.0092307692,13,0
536980,2016,2,9.9230766,5.0362639,71.859344,.045494504,13,0
536980,2016,3,8.2108698,3.9076922,78.309784,.26163045,13,0
536980,2016,4,2.7923913,3.4065933,45.268478,.046304349,13,0
536980,2017,1,5.8811111,4.0788889,40.121113,.0080000004,13,0
536980,2017,2,8.7912092,5.1263738,73.480217,.050109889,13,0
536980,2017,3,6.4252748,4.0595508,79.466301,.12869565,13,0
536980,2017,4,6.2260871,3.8597827,45.156521,.067717396,13,0
536980,2018,1,6.1777778,4.3622222,38.362221,.0023333333,13,0
536980,2018,2,7.7692308,4.8175826,72.678024,.069230765,13,0
536980,2018,3,7.8261361,3.9202247,79.48539,.10875,13,0
536980,2018,4,6.7117648,3.5906978,45.690697,.0029069767,13,0
536980,2019,1,6.1300001,4.792222,39.82,.0048888889,13,0
536980,2019,2,9.417778,5.6186814,72.205498,.055164836,13,0
536980,2019,3,9.5021744,4.1456523,79.417389,.13815217,13,0
536980,2019,4,6.8054347,3.972826,46.43261,.032608695,13,0
536980,2020,1,5.9021978,4.5659342,41.191208,.012637363,13,0
536980,2020,2,9.820879,5.5758243,71.534065,.081098899,13,0
536980,2020,3,12.4,5.3000002,82.800003,0,13,0
537050,2011,1,10.126667,4.6033335,28.504444,.003111111,64,0
537050,2011,2,11.707692,4.6747251,66.504395,.01967033,64,0
537050,2011,3,11.242392,3.4184783,72.135872,.05021739,64,0
537050,2011,4,10.763043,3.3586955,39.530434,.020652175,64,0
537050,2012,1,10.897802,3.7186813,29.183516,.0029670328,64,0
537050,2012,2,11.828571,4.2461538,66.960442,.051428571,64,0
537050,2012,3,11.930434,3.4054348,72.158699,.056304347,64,0
537050,2012,4,11.920652,4.5163045,37.930435,.00097826088,64,0
537050,2013,1,11.377778,4.4611111,36.377777,0,64,0
537050,2013,2,12.378022,4.8155556,67.047256,.052087914,64,0
537050,2013,3,11.87033,3.8111112,73.020882,.028681319,64,0
537050,2013,4,11.583695,3.7652173,39.131523,.011847826,64,0
537050,2014,1,7.3966665,4.5366669,34.948891,.0035555556,64,0
537050,2014,2,11.208989,4.6444445,65.453331,.043777779,64,0
537050,2014,3,12.946667,4.1088886,71.081322,.09208791,64,0
537050,2014,4,9.059783,4.2358694,38.966305,.0076086959,64,0
537050,2015,1,8.1388893,4.9755554,35.232224,.0018888889,64,0
537050,2015,2,12.932967,5.0538464,65.080223,.032527473,64,0
537050,2015,3,14.295652,4.0228262,71.58152,.042065218,64,0
537050,2015,4,8.4252748,3.9847825,40.097828,.014347826,64,0
537050,2016,1,8.078022,4.7538462,31.331867,.014175824,64,0
537050,2016,2,14.224175,4.6208792,66.252747,.028241757,64,0
537050,2016,3,13.088043,4.2489128,74.091301,.054673914,64,0
537050,2016,4,9.5395603,3.9195652,41.904346,.011847827,64,0
537050,2017,1,10.55,4.6188889,33.958889,.0049999999,64,0
537050,2017,2,14.996703,4.476923,67.091209,.029560439,64,0
537050,2017,3,15.441304,3.7793479,73.489128,.042065218,64,0
537050,2017,4,12.427174,3.925,39.376087,.02,64,0
537050,2018,1,12.981112,4.6533332,34.878887,.0046666665,64,0
537050,2018,2,14.442857,4.812088,68.256042,.026593406,64,0
537050,2018,3,14.133708,4.0853934,72.537079,.10382022,64,0
537050,2018,4,10.195349,4.032558,37.611629,.0030588235,64,0
537050,2019,1,8.2844448,4.4011111,32.83889,.00078651687,64,0
537050,2019,2,12.845055,4.5736265,66.382416,.060333334,64,0
537050,2019,3,15.325,3.9445653,72.683693,.037222221,64,0
537050,2019,4,10.860869,3.9586957,40.379349,.014673913,64,0
537050,2020,1,9.7648354,4.2164836,36.39011,.0023076923,64,0
537050,2020,2,14.263737,4.4296703,66.831871,.0034065933,64,0
537050,2020,3,15,3.5999999,73.699997,0,64,0
537230,2011,1,11.708889,3.7144444,23.18111,.0031111112,64,0
537230,2011,2,11.76044,4.9923077,62.012089,.03153846,64,0
537230,2011,3,11.826087,3.5021739,67.141304,.12043478,64,0
537230,2011,4,11.395652,2.7630434,35.306522,.043043479,64,0
537230,2012,1,11.997802,3.3208792,25.024176,.0052747251,64,0
537230,2012,2,12.245055,4.2208791,61.793407,.044505496,64,0
537230,2012,3,12.802174,3.6641304,67.310867,.085108697,64,0
537230,2012,4,12.078261,4.0826087,33.549999,.0079347827,64,0
537230,2013,1,12.246667,3.8988888,32.007778,.0008888889,64,0
537230,2013,2,12.513186,4.9252748,62.54945,.035824176,64,0
537230,2013,3,12.807693,4.2010989,68.441757,.083406597,64,0
537230,2013,4,12.636956,3.998913,35.078262,.009673913,64,0
537230,2014,1,8.5766668,4.4411111,30.706667,.0042222221,64,0
537230,2014,2,11.245055,4.9637361,62.135166,.054945055,64,0
537230,2014,3,12.656044,4.4109888,67.730766,.10747252,64,0
537230,2014,4,9.1608696,4.4804349,35.838043,.029347826,64,0
537230,2015,1,8.9788885,4.8277779,31.531111,.0025555557,64,0
537230,2015,2,13.419781,5.0626373,61.139561,.042307694,64,0
537230,2015,3,13.690217,4.2358694,68.303261,.1098913,64,0
537230,2015,4,8.744565,4.1119566,36.436958,.17260869,64,0
537230,2016,1,9.858242,4.5744443,26.552748,.023516484,64,0
537230,2016,2,14.573627,4.7241759,61.994507,.033076923,64,0
537230,2016,3,13.416305,4.2847824,70.072823,.10728261,64,0
537230,2016,4,9.728261,4.3391304,38.908695,.021195652,64,0
537230,2017,1,10.152223,4.0522223,29.385555,.016999999,64,0
537230,2017,2,13.242857,4.5351648,62.497803,.044835165,64,0
537230,2017,3,14.133696,3.9597826,70.209785,.097826086,64,0
537230,2017,4,12.076087,3.9489131,35.657608,.024891304,64,0
537230,2018,1,12.863334,4.5500002,30.950001,.011797753,64,0
537230,2018,2,15.167033,4.5065932,63.912086,.067802198,64,0
537230,2018,3,13.641573,4.0426965,69.003372,.10157304,64,0
537230,2018,4,11.103488,3.7964706,33.882557,.011976744,64,0
537230,2019,1,11.13,3.958889,28.642221,.0033333334,64,0
537230,2019,2,13.535165,4.5131869,62.672527,.056744184,64,0
537230,2019,3,14.765218,3.8673913,68.491302,.10122222,64,0
537230,2019,4,12.389131,4.4815216,37.063042,.023186812,64,0
537230,2020,1,9.8956041,3.754945,31.485714,.0032967033,64,0
537230,2020,2,15.043956,4.5670328,62.963737,.01054945,64,0
537230,2020,3,14.1,5.5999999,72.300003,0,64,0
537640,2011,1,10.94,4.1911111,27.459999,.0068888888,14,0
537640,2011,2,12.027472,4.3923078,64.428574,.055164836,14,0
537640,2011,3,11.391304,3.3956521,68.882607,.18021739,14,0
537640,2011,4,10.334783,3.4369564,39.532608,.044673912,14,0
537640,2012,1,11,4.0769229,28.906593,.0061538462,14,0
537640,2012,2,12.456044,4.4780221,65.60659,.056813188,14,0
537640,2012,3,11.729348,3.4826086,68.829346,.16802198,14,0
537640,2012,4,11.419565,3.6206522,35.778259,.018152174,14,0
537640,2013,1,11.556666,4.1255555,35.007778,.0018888889,14,0
537640,2013,2,12.812088,4.6483145,65.750549,.063777775,14,0
537640,2013,3,11.784269,3.6179776,70.955559,.237,14,0
537640,2013,4,12.043478,3.5858696,38.294567,.012282609,14,0
537640,2014,1,11.390909,2.6611111,34.092224,.023777777,14,0
537640,2014,2,13.468919,3.4044445,63.976665,.11269663,14,0
537640,2014,3,12.372727,2.4022727,69.668129,.14901099,14,0
537640,2014,4,10.735869,3.3673913,38.597828,.019565217,14,0
537640,2015,1,11.072223,4.3155556,34.18222,.0078888889,14,0
537640,2015,2,14.616484,4.7736263,64.450546,.046703298,14,0
537640,2015,3,13.688044,4.0076089,72.107613,.094999999,14,0
537640,2015,4,10.438044,4.0967035,40.659782,.039565217,14,0
537640,2016,1,11.577778,4.3842697,30.414286,.010989011,14,0
537640,2016,2,13.782417,4.5978022,65.242859,.064615384,14,0
537640,2016,3,12.630435,3.7934783,71.998917,.22217391,14,0
537640,2016,4,4.4630437,3.7186813,41.174999,.054456521,14,0
537640,2017,1,5.8911109,4.1333332,33.878887,.0075555556,14,0
537640,2017,2,11.277778,4.5659342,65.359337,.071318679,14,0
537640,2017,3,8.679348,3.6130435,72.528259,.19163044,14,0
537640,2017,4,6.771739,3.5782609,37.98587,.072173916,14,0
537640,2018,1,8.2611113,4.2344446,33.564445,.0068888888,14,0
537640,2018,2,12.19011,4.1868134,66.004395,.083186813,14,0
537640,2018,3,11.505618,3.590909,71.951683,.15123595,14,0
537640,2018,4,10.994186,3.8627906,37.12093,.0045882352,14,0
537640,2019,1,10.375556,4.0366669,32.741112,.0038888888,14,0
537640,2019,2,13.856044,4.2846155,65.869232,.061034482,14,0
537640,2019,3,14.425,3.646739,71.741302,.18736264,14,0
537640,2019,4,11.042391,3.6804347,40.52174,.03010989,14,0
537640,2020,1,10.623076,3.9065933,35.756042,.015164835,14,0
537640,2020,2,15.57033,4.3263736,65.213188,.037472527,14,0
537640,2020,3,14.6,5.8000002,75.099998,.27000001,14,0
537720,2011,1,4.5777779,5.1633334,28.784445,.0043333331,14,0
537720,2011,2,5.4307694,6.6999998,64.814285,.037252747,14,0
537720,2011,3,4.1086955,4.5380435,69.300003,.17087913,14,0
537720,2011,4,3.2858696,4.1608696,39.376087,.037555557,14,0
537720,2012,1,4.0153847,5.3395605,29.357143,.0043333331,14,0
537720,2012,2,5.3021979,6.1692309,66.545052,.046444446,14,0
537720,2012,3,4.2815218,4.6728263,69.867393,.17670329,14,0
537720,2012,4,4.0836959,5.173913,36.448914,.011777778,14,0
537720,2013,1,4.0799999,5.3388891,34.294445,.0018390805,14,0
537720,2013,2,4.530488,6.6373625,65.194504,.073033705,14,0
537720,2013,3,4.0558138,4.5228262,71.727173,.1816092,14,0
537720,2013,4,3.1517646,4.4250002,39.53587,.011318681,14,0
537720,2014,1,3.2871795,4.7988887,34.794445,.042528734,14,0
537720,2014,2,4.6263156,5.710989,65.695602,.082195118,14,0
537720,2014,3,4.1685395,4.5445652,70.385872,.14409091,14,0
537720,2014,4,3.2092104,4.8326087,39.298912,.0070786513,14,0
537720,2015,1,3.3152778,5.1222224,34.962223,.014204545,14,0
537720,2015,2,5.03125,6.2747254,65.21209,.044,14,0
537720,2015,3,4.5847058,4.7054348,71.709785,.13505882,14,0
537720,2015,4,3.1700001,4.7532611,40.269566,.032134831,14,0
537720,2016,1,3.6035087,5.7593408,31.898901,.0089772725,14,0
537720,2016,2,4.5028572,5.7318683,65.269234,.081084341,14,0
537720,2016,3,4.467442,4.6597824,72.601089,.16301204,14,0
537720,2016,4,2.8928571,4.0717392,41.517391,.046590909,14,0
537720,2017,1,3.6232142,5.0077777,34.934444,.043214284,14,0
537720,2017,2,5.4515152,5.3263736,66.345055,.043950617,14,0
537720,2017,3,4.635632,4.3456521,73.391304,.1486747,14,0
537720,2017,4,3.3355262,4.3630433,39.107609,.069545455,14,0
537720,2018,1,3.9710145,5.7577777,34.705555,.0047126436,14,0
537720,2018,2,4.9805193,5.4714284,66.920876,.043170732,14,0
537720,2018,3,4.9853659,5.0565219,72.482605,.13619047,14,0
537720,2018,4,4.2470589,4.3988504,38.590805,.0024705883,14,0
537720,2019,1,3.852381,4.8522224,34.021111,.00058139535,14,0
537720,2019,2,5.2581081,6.0032969,66.58242,.051529411,14,0
537720,2019,3,5.8608694,4.6760869,73.061958,.12313253,14,0
537720,2019,4,4.8130436,4.4478259,41.482609,.021363636,14,0
537720,2020,1,4.6714287,4.7219782,36.218681,.054285713,14,0
537720,2020,2,5.797802,5.546154,65.710991,.045604397,14,0
537720,2020,3,6.5999999,3.5999999,77.400002,0,14,0
537870,2011,1,14.236667,4.3000002,26.034445,.0068888888,14,0
537870,2011,2,14.76044,5.0846152,61.537361,.037692308,14,0
537870,2011,3,11.51087,3.673913,66.351089,.19239131,14,0
537870,2011,4,11.54674,3.4402173,37.502174,.035217389,14,0
537870,2012,1,12.24066,3.7230768,26.925274,.0090109892,14,0
537870,2012,2,14.619781,4.9340658,62.615383,.050109889,14,0
537870,2012,3,12.360869,3.6315217,66.321739,.20304348,14,0
537870,2012,4,14.03913,4.1108694,34.290218,.016195653,14,0
537870,2013,1,13.214444,4.0377779,32.225555,.006111111,14,0
537870,2013,2,15.089011,5.2802196,61.979122,.06769231,14,0
537870,2013,3,12.905495,3.7032967,68.726372,.24967033,14,0
537870,2013,4,14.151087,4.1152172,36.930435,.020434782,14,0
537870,2014,1,6.9955554,3.9055555,31.986666,.012,14,0
537870,2014,2,9.9933329,4.4844446,61.534443,.093000002,14,0
537870,2014,3,7.7087913,3.4549451,66.534065,.16604395,14,0
537870,2014,4,10.346739,3.8413043,36.652176,.0041304347,14,0
537870,2015,1,10.84,4.0888891,31.792223,.0074444446,14,0
537870,2015,2,12.164835,4.7395606,60.878021,.076043956,14,0
537870,2015,3,10.375,3.7945652,67.563042,.11173913,14,0
537870,2015,4,10.244565,4.0260868,38.446739,.041521739,14,0
537870,2016,1,13.701111,4.4144444,29.561111,.0073333331,14,0
537870,2016,2,13.762637,4.8604393,61.365932,.10912088,14,0
537870,2016,3,11.365217,3.8543477,68.875,.16593407,14,0
537870,2016,4,10.834783,3.5847826,38.905434,.060434781,14,0
537870,2017,1,13.563334,4.228889,32.029999,.0094444444,14,0
537870,2017,2,15.582417,4.7241759,61.872528,.074615382,14,0
537870,2017,3,12.709783,3.7456522,69.491302,.13467391,14,0
537870,2017,4,14.152174,3.6989131,36.744564,.06728261,14,0
537870,2018,1,14.633333,4.4022222,31.668888,.017999999,14,0
537870,2018,2,15.685715,4.843956,63.118683,.086483516,14,0
537870,2018,3,14.18764,4.1853933,70.056183,.11752809,14,0
537870,2018,4,15.12907,4.0081396,36.36628,.0049411766,14,0
537870,2019,1,14.1,4.1911111,31.201111,.0066292132,14,0
537870,2019,2,16.726374,4.843956,63.504395,.06933333,14,0
537870,2019,3,15.638043,4.2217393,70.026085,.096153848,14,0
537870,2019,4,14.943479,3.6532609,39.019566,.034673914,14,0
537870,2020,1,14.010989,3.9274726,34.403297,.018461538,14,0
537870,2020,2,16.935165,4.7043958,62.151649,.056923077,14,0
537870,2020,3,18.6,4.4000001,73.199997,0,14,0
537980,2011,1,6.4011111,3.2377777,38.162224,.0067777778,13,0
537980,2011,2,6.5527472,3.8868132,71.193405,.039780218,13,0
537980,2011,3,6.2456522,2.798913,75.90435,.19782609,13,0
537980,2011,4,5.5945654,2.3869565,46.018478,.032608695,13,0
537980,2012,1,6.1395602,3.089011,36.642857,.011978022,13,0
537980,2012,2,6.7043958,3.4274726,72.895607,.07692308,13,0
537980,2012,3,6.4565215,2.5652175,76.294563,.16054347,13,0
537980,2012,4,6.4217391,2.6489131,44.30761,.010869565,13,0
537980,2013,1,5.5266666,3.3866668,36.744446,.007777778,13,0
537980,2013,2,6.5945053,3.7406595,69.773628,.10241758,13,0
537980,2013,3,6.495604,2.7744446,79.002197,.16252747,13,0
537980,2013,4,6.4434781,2.5877779,47.004349,.014673913,13,0
537980,2014,1,2.6977777,3.0844445,42.147778,.0073333331,13,0
537980,2014,2,7.1219778,3.4835165,72.782417,.065604396,13,0
537980,2014,3,6.5758243,2.8384616,77.300003,.10593407,13,0
537980,2014,4,5.6815219,2.7230768,47.808697,.0086956518,13,0
537980,2015,1,9.0233335,6.6388888,41.132221,.0075555556,13,0
537980,2015,2,14.55055,7.8219781,70.015381,.083333336,13,0
537980,2015,3,14.402174,6.1641307,75.986954,.10188889,13,0
537980,2015,4,7.4760871,6.3706522,45.038044,.11793478,13,0
537980,2016,1,10.13077,6.9813185,39.434067,.0063736266,13,0
537980,2016,2,12.118681,7.9186811,70.515388,.061208792,13,0
537980,2016,3,7.597826,6.0326085,76.370651,.29336956,13,0
537980,2016,4,5.6065216,5.8032608,45.869564,.056043956,13,0
537980,2017,1,6.7588887,6.3711109,39.632221,.0082222223,13,0
537980,2017,2,12.174726,7.757143,71.903297,.096813187,13,0
537980,2017,3,8.98913,6.2369566,77.731522,.12901099,13,0
537980,2017,4,9.4934778,5.9000001,45.67065,.037608694,13,0
537980,2018,1,7.227778,6.8755555,39.111111,.0029213482,13,0
537980,2018,2,9.5208788,7.1065936,71.668129,.12384615,13,0
537980,2018,3,9.3500004,6.119101,78.08889,.16322222,13,0
537980,2018,4,7.7802324,5.6883721,46.247673,.0038372092,13,0
537980,2019,1,6.8866668,6.4499998,40.064445,.0041111112,13,0
537980,2019,2,11.382418,7.6395602,72.096703,.048461538,13,0
537980,2019,3,12.623913,6.0304346,78.473915,.1125,13,0
537980,2019,4,9.2739134,5.722826,46.66087,.029456522,13,0
537980,2020,1,6.9318681,6.0516481,41.865932,.011868132,13,0
537980,2020,2,11.141758,7.4021978,71.065933,.061428569,13,0
537980,2020,3,10.9,7.3000002,82.199997,0,13,0
538450,2011,1,9.8022223,3.0788889,28.891111,.0072222222,61,0
538450,2011,2,10.458241,2.9703298,65.204399,.043846153,61,0
538450,2011,3,9.3728256,2.6097827,68.669563,.15543479,61,0
538450,2011,4,9.1097822,2.6293478,41.31739,.065326087,61,0
538450,2012,1,9.7307692,3.0010989,31.184616,.0030769231,61,0
538450,2012,2,10.593407,2.9604397,64.71978,.063296705,61,0
